"x","y"
0,1
0.0351758793969849,1.14682083606165
0.0703517587939698,1.17275570675106
0.105527638190955,1.16982306654159
0.14070351758794,1.14709126843858
0.175879396984925,1.10840437704156
0.21105527638191,1.05607398162299
0.246231155778894,0.991815220038675
0.281407035175879,0.917084177702185
0.316582914572864,0.833223348215675
0.351758793969849,0.74153041516656
0.386934673366834,0.64329152014416
0.422110552763819,0.539796198179517
0.457286432160804,0.432342032077602
0.492462311557789,0.32223316593851
0.527638190954774,0.210774983601524
0.562814070351759,0.0992663326842875
0.597989949748744,-0.0110098203251363
0.633165829145729,-0.118796697627504
0.668341708542714,-0.222874539015401
0.703517587939698,-0.322071612970263
0.738693467336683,-0.415275137263552
0.773869346733668,-0.501441882063121
0.809045226130653,-0.579608261966927
0.844221105527638,-0.648899749513837
0.879396984924623,-0.708539464532457
0.914572864321608,-0.757855812989948
0.949748743718593,-0.796289066893631
0.984924623115578,-0.823396793941338
1.02010050251256,-0.838858062396919
1.05527638190955,-0.842476363289609
1.09045226130653,-0.834181208585517
1.12562814070352,-0.814028380461977
1.1608040201005,-0.78219882318215
1.19597989949749,-0.73899618523325
1.23115577889447,-0.684843035247934
1.26633165829146,-0.620275790650478
1.30150753768844,-0.545938412824708
1.33668341708543,-0.462574936753032
1.37185929648241,-0.371020916390276
1.4070351758794,-0.272193879380923
1.44221105527638,-0.167082895979839
1.47738693467337,-0.0567373770793851
1.51256281407035,0.0577447750235811
1.54773869346734,0.175229532159881
1.58291457286432,0.294559485310634
1.61809045226131,0.414566828004467
1.65326633165829,0.534086434251765
1.68844221105528,0.651968886069792
1.72361809045226,0.767093306167132
1.75879396984925,0.878379853486397
1.79396984924623,0.984801743025312
1.82914572864322,1.08539665662554
1.8643216080402,1.17927741817636
1.89949748743719,1.26564181485068
1.93467336683417,1.34378145548192
1.96984924623116,1.41308956789617
2.00502512562814,1.47306764881533
2.04020100502513,1.523330892711
2.07537688442211,1.56361233957464
2.1105527638191,1.59376569582447
2.14572864321608,1.61376679733542
2.18090452261307,1.62371369869043
2.21608040201005,1.62382538804119
2.25125628140704,1.61443914226401
2.28643216080402,1.5960065522312
2.32160804020101,1.56908826282167
2.35678391959799,1.53434748660196
2.39195979899498,1.49254236376082
2.42713567839196,1.44451725372495
2.46231155778894,1.39119305577809
2.49748743718593,1.33355666681675
2.53266331658291,1.27264969398466
2.5678391959799,1.20955654822588
2.60301507537688,1.14539205169302
2.63819095477387,1.08128869736291
2.67336683417085,1.01838370308986
2.70854271356784,0.957806004620569
2.74371859296482,0.900663332781202
2.77889447236181,0.848029519117083
2.81407035175879,0.800932171730258
2.84924623115578,0.760340858947141
2.88442211055276,0.727155932803962
2.91959798994975,0.702198117224139
2.95477386934673,0.686198977258468
2.98994974874372,0.679792375960353
